Geneid	Chr	Start	End	Strand	Length	SRR10438732	SRR10438733	SRR9041555	SRR9041557	SRR9041558	SRR9041559	SRR9041560	SRR9041567	SRR9041568	SRR9041569	SRR9041570
PBANKA_010330	1	126075	132614	+	6540	4052	3922	679	980	2047	1030	178	749	777	1258	2172
PBANKA_010340	1	133178	134781	-	1604	1129	1048	187	265	537	282	50	180	207	371	534
PBANKA_010350	1	135555	138122	-	2568	1644	1464	240	434	804	448	87	247	286	617	726
PBANKA_010360	1	139125	140795	-	1671	1102	917	183	285	491	275	47	157	169	356	480
PBANKA_010370	1	141553	142188	-	636	487	610	78	128	255	142	22	77	84	173	244
PBANKA_010380	1	142858	143442	+	585	469	521	67	109	215	90	25	60	83	143	205
PBANKA_010390	1	146949	149156	+	2208	1519	1594	259	314	737	388	59	276	286	507	833
PBANKA_010400	1	150234	151608	-	1375	955	1185	162	210	476	253	37	206	192	275	489
PBANKA_010410	1	152445	153904	+	1460	1020	1011	173	219	499	277	33	178	216	353	531
PBANKA_010420	1	154510	154983	-	474	302	313	45	80	156	79	11	51	57	100	160
PBANKA_010430	1	155199	157128	-	1930	1303	1307	199	291	583	361	58	229	220	436	605
PBANKA_010440	1	157727	163651	-	5925	3789	3418	636	906	1881	919	164	603	718	1265	1756
PBANKA_010450	1	165584	166363	+	780	621	610	79	154	252	144	30	98	90	168	267
PBANKA_010460	1	166878	172475	-	5598	3501	3286	541	869	1811	869	156	675	662	1091	1842
PBANKA_010470	1	175067	176620	+	1554	1126	1087	153	248	522	278	39	213	184	345	509
PBANKA_010480	1	177115	180117	-	3003	2036	2006	340	494	1021	501	86	361	342	630	1024
PBANKA_010490	1	183218	185406	+	2189	1443	1522	245	329	704	360	78	282	265	487	787
PBANKA_010500	1	186476	187292	-	817	600	699	124	128	284	153	22	124	138	166	319
PBANKA_010510	1	188684	189452	-	769	580	522	100	146	286	136	35	94	112	223	256
PBANKA_010520	1	190452	193016	-	2565	1758	1820	284	371	878	479	98	345	355	605	935
PBANKA_010530	1	195031	200510	-	5480	3602	3565	565	856	1791	961	158	675	701	1186	1905
PBANKA_010540	1	203081	207619	+	4539	3024	3015	491	698	1481	730	131	597	601	1032	1608
PBANKA_010550	1	208597	209247	-	651	530	534	76	110	255	138	14	99	93	187	268
PBANKA_010560	1	211648	214449	+	2802	1909	1927	279	380	922	470	76	354	392	586	1082
PBANKA_010570	1	215460	218569	+	3110	2138	2015	354	486	1048	537	92	349	414	720	927
PBANKA_010580	1	219124	220438	-	1315	928	875	187	209	412	238	49	127	154	274	394
PBANKA_010590	1	221536	222934	+	1399	1021	858	176	238	448	223	34	168	201	335	410
PBANKA_010600	1	223425	226759	-	3335	2208	2005	340	565	1047	539	85	406	386	760	1075
PBANKA_010610	1	227884	229266	+	1383	990	914	152	265	480	244	56	157	171	357	432
PBANKA_010620	1	229639	232397	-	2759	1847	1785	309	395	851	488	74	319	344	610	934
PBANKA_010630	1	236742	243269	+	6528	4362	3954	670	967	2145	1074	200	730	791	1385	2206
PBANKA_010640	1	244130	245994	-	1865	1297	1406	200	309	640	328	59	217	235	458	686
PBANKA_010650	1	246857	249220	+	2364	1561	1430	237	347	732	386	66	289	281	469	705
PBANKA_010660	1	249527	251681	-	2155	1438	1259	240	298	703	376	59	216	246	497	716
PBANKA_010670	1	252201	255734	+	3534	2294	2306	354	521	1255	555	104	444	413	816	1142
PBANKA_010680	1	255883	256743	-	861	557	588	98	167	348	156	30	76	101	207	241
PBANKA_010690	1	257208	260459	+	3252	2113	1863	299	546	989	500	93	345	351	775	997
PBANKA_010695	1	261048	262412	+	1365	958	850	156	246	519	235	37	162	165	316	391
PBANKA_010700	1	262880	263290	-	411	344	389	57	72	177	93	12	66	72	130	147
PBANKA_010710	1	264343	265295	-	953	732	736	109	172	327	165	32	130	161	268	364
PBANKA_010720	1	267131	268205	+	1075	745	737	105	168	392	172	34	148	127	237	380
PBANKA_010730	1	269623	271338	+	1716	1262	1418	202	317	633	323	59	248	231	389	634
PBANKA_010740	1	273369	274613	+	1245	925	1129	154	181	430	273	49	184	190	326	582
PBANKA_010750	1	275681	278492	+	2812	1856	1801	282	445	935	465	75	313	367	662	1006
PBANKA_010760	1	280540	296862	+	16323	10452	9674	1764	2481	5434	2560	410	1963	2006	3618	5524
PBANKA_010770	1	297421	299212	-	1792	1297	1459	193	253	624	324	51	231	250	457	666
PBANKA_010780	1	300748	302278	+	1531	1047	956	141	292	493	261	48	154	189	348	450
PBANKA_010790	1	303376	305899	+	2524	1733	1585	272	363	857	408	66	302	315	584	816
PBANKA_010800	1	306323	308131	-	1809	1342	1209	209	308	644	307	63	223	229	475	615
PBANKA_010810	1	310231	314769	+	4539	2970	3066	494	648	1449	736	146	529	661	1010	1554
PBANKA_010820	1	316589	321493	+	4905	3164	3114	487	731	1607	787	145	534	633	1147	1682
PBANKA_010830	1	322516	323742	-	1227	886	1012	118	189	445	258	46	190	168	271	491
PBANKA_010840	1	326646	331889	+	5244	3452	3114	567	783	1792	882	169	604	624	1146	1758
PBANKA_010850	1	332571	333811	+	1241	891	907	124	212	401	229	44	179	172	321	476
PBANKA_010860	1	334074	335856	-	1783	1241	1245	192	308	641	306	68	219	240	403	695
PBANKA_010870	1	337036	339075	-	2040	1430	1281	244	304	758	349	70	277	279	468	726
PBANKA_010880	1	342642	343052	+	411	351	432	53	78	211	97	15	64	73	131	225
PBANKA_010890	1	343565	344138	-	574	526	487	79	102	227	143	16	88	92	204	242
PBANKA_010900	1	345906	346887	+	982	727	595	116	172	336	167	30	107	122	257	291
PBANKA_010910	1	347159	349171	+	2013	1520	1703	221	301	774	412	67	279	312	519	796
PBANKA_010920	1	349901	353425	-	3525	2355	2455	403	487	1281	635	117	467	493	903	1376
PBANKA_010930	1	355041	356159	-	1119	899	854	125	203	412	236	30	116	146	321	423
PBANKA_010940	1	357667	357933	-	267	263	258	54	60	109	67	8	47	47	97	132
PBANKA_010950	1	358938	360034	+	1097	830	861	130	183	420	226	40	142	194	273	413
PBANKA_010960	1	361253	362393	+	1141	929	953	146	196	415	233	48	153	184	357	511
PBANKA_010970	1	362742	365150	-	2409	1891	1847	279	400	1062	501	80	309	379	839	1123
PBANKA_010980	1	372976	374088	-	1113	1011	1057	127	243	705	243	40	144	184	569	714
PBANKA_010990	1	375468	377321	-	1854	1399	1320	213	306	729	345	68	198	289	507	743
PBANKA_011000	1	378604	379080	-	477	439	328	70	69	182	110	12	46	75	138	155
PBANKA_011010	1	380430	388759	-	8330	5843	5696	960	1313	2910	1438	219	960	1119	2023	2881
PBANKA_011020	1	391917	392836	+	920	691	582	102	162	326	205	25	114	117	239	305
PBANKA_011030	1	393408	393879	-	472	388	405	64	80	181	101	12	66	73	136	189
PBANKA_011040	1	394826	396532	-	1707	1247	1163	187	311	557	323	58	171	222	434	519
PBANKA_011050	1	398038	404879	-	6842	4305	4175	682	962	2264	1088	194	824	844	1484	2387
PBANKA_011060	1	406156	406509	+	354	257	208	51	68	119	62	13	37	56	87	112
PBANKA_011070	1	406536	407240	+	705	414	384	69	114	251	106	24	65	74	126	195
PBANKA_011080	1	407585	407944	-	360	349	346	56	71	170	107	9	50	52	110	131
PBANKA_011090	1	408597	409814	-	1218	907	1001	129	218	429	222	36	161	176	326	465
PBANKA_011100	1	410771	411775	-	1005	775	815	118	151	332	217	39	123	144	279	364
PBANKA_011110	1	412401	413384	-	984	673	789	105	150	354	216	36	128	142	280	445
PBANKA_011120	1	415503	417536	+	2034	1456	1580	215	316	713	364	57	278	263	499	783
PBANKA_011130.1	1	418471	420300	-	1830	11	14	1	2	6	5	0	2	6	2	6
PBANKA_011130.2	1	418496	420300	-	1805	0	0	0	0	0	0	0	0	0	0	0
PBANKA_011140	1	422420	423186	+	767	625	622	106	145	322	161	13	94	110	237	281
PBANKA_011150	1	424199	424485	+	287	273	264	42	60	111	72	9	36	44	93	96
PBANKA_011160	1	425205	428881	-	3677	2581	2389	382	578	1239	652	104	425	465	839	1149
PBANKA_011170	1	430755	431522	+	768	591	549	96	126	302	160	19	92	108	202	283
PBANKA_011180	1	431734	434736	-	3003	1987	1767	354	439	915	498	82	315	353	687	921
PBANKA_011190	1	439763	441838	+	2076	1381	1209	196	330	615	306	65	228	256	433	603
PBANKA_011200	1	442241	444187	-	1947	1311	1331	221	353	658	377	51	251	242	432	639
PBANKA_011210	1	448107	455919	+	7813	5209	4566	796	1287	2514	1298	204	904	928	1742	2503
PBANKA_011220	1	456330	462206	-	5877	3419	3537	540	786	1854	892	125	655	656	1275	1928
PBANKA_011230	1	465081	467618	-	2538	1699	1754	241	396	846	448	60	316	299	557	871
PBANKA_011240	1	468662	471097	-	2436	1607	1653	260	380	737	433	59	290	271	614	840
PBANKA_011250	1	472354	474611	-	2258	1597	1606	219	349	723	393	78	274	298	573	809
PBANKA_011260	1	477226	478737	+	1512	1024	984	159	250	493	259	44	172	186	330	412
PBANKA_100010	10	1703	10034	+	8332	8054	7560	1218	1884	3953	1946	373	1459	1529	2679	4137
PBANKA_100020	10	11388	13007	+	1620	3450	3384	528	845	1660	865	138	575	676	1178	1704
PBANKA_100030	10	14007	15214	-	1208	929	911	128	242	389	207	33	124	162	328	397
PBANKA_100040	10	16615	18149	-	1535	635	666	84	146	237	163	13	104	83	228	266
PBANKA_100050	10	21806	23809	-	2004	1390	1542	179	285	709	355	47	281	252	537	760
PBANKA_100060	10	26152	27311	+	1160	710	755	109	158	314	157	24	126	111	246	348
PBANKA_100070	10	29820	31514	-	1695	1126	1346	186	283	598	317	50	252	265	369	676
PBANKA_100080	10	32550	33620	+	1071	730	767	116	168	381	170	31	155	132	244	379
PBANKA_100090	10	34064	35068	-	1005	691	608	98	159	334	164	31	105	120	233	314
PBANKA_100100	10	36287	46655	+	10369	6643	6737	1088	1516	3402	1759	264	1234	1252	2155	3487
PBANKA_100110	10	48054	49214	+	1161	877	871	141	178	393	206	32	169	166	291	437
PBANKA_100120	10	50698	53613	+	2916	1998	1919	316	486	1029	479	84	380	381	676	1054
PBANKA_100130	10	54312	56814	-	2503	1757	1695	286	415	810	400	65	298	309	547	868
PBANKA_100140	10	61838	64660	-	2823	1920	2092	306	437	927	444	78	365	326	597	1055
PBANKA_100150	10	67526	69601	-	2076	1378	1396	214	329	747	353	50	272	236	476	800
PBANKA_100160	10	74214	77794	+	3581	2349	2394	359	521	1188	556	104	467	471	722	1295
PBANKA_100170	10	78383	78941	-	559	411	461	70	95	207	109	16	63	71	136	223
PBANKA_100180	10	79816	90244	-	10429	6809	7533	1023	1528	3310	1641	287	1426	1325	2185	3706
PBANKA_100190	10	92176	92735	-	560	462	487	75	104	201	95	26	69	85	176	272
PBANKA_100200	10	93824	97006	-	3183	1971	1950	294	483	999	476	78	379	356	698	1044
PBANKA_100210	10	98651	99709	-	1059	738	791	103	174	361	190	39	118	146	246	415
PBANKA_100220	10	101323	102741	-	1419	1050	1192	166	227	496	258	36	185	192	317	600
PBANKA_100230	10	107611	119535	+	11925	7716	7792	1253	1747	3837	1915	357	1449	1546	2507	4075
PBANKA_100240	10	119777	122445	-	2669	1870	1882	295	449	896	491	93	313	377	618	869
PBANKA_100250	10	123297	125265	-	1969	1296	1465	250	308	663	338	50	239	268	417	706
PBANKA_100260	10	126553	127749	-	1197	846	884	136	192	440	215	30	152	121	289	456
PBANKA_100270	10	128971	131194	-	2224	1571	1545	225	376	704	378	51	268	300	510	826
PBANKA_100280	10	132359	137013	-	4655	3085	3549	458	657	1444	736	127	591	582	1036	1721
PBANKA_100290	10	140328	143075	+	2748	1904	1795	272	434	953	456	78	354	308	636	917
PBANKA_100300	10	144139	150657	-	6519	2872	3056	462	657	1350	678	125	548	535	999	1529
PBANKA_100310	10	154061	163207	+	9147	5856	7088	963	1142	2940	1465	260	1155	1193	1950	3484
PBANKA_100320	10	163926	164871	-	946	674	811	114	155	304	171	26	99	124	247	332
PBANKA_100330	10	165800	167827	+	2028	1424	1312	210	335	620	292	57	268	289	460	597
PBANKA_100340	10	168517	175305	-	6789	4490	4905	697	955	2221	1181	194	851	897	1507	2468
PBANKA_100350	10	178391	178705	+	315	312	334	41	94	106	62	9	44	49	96	137
PBANKA_100360	10	179575	182140	-	2566	1786	1848	278	401	860	448	79	310	339	599	1026
PBANKA_100370	10	184221	185774	+	1554	1123	1082	176	264	507	261	45	182	172	379	572
PBANKA_100380	10	187024	188664	-	1641	1168	1409	175	238	551	292	56	220	239	377	672
PBANKA_100390	10	191209	191742	+	534	443	453	67	93	204	111	21	80	63	118	202
PBANKA_100400	10	193135	194950	+	1816	1192	1206	199	295	531	317	44	214	246	402	541
PBANKA_100410	10	195337	197758	-	2422	1655	1594	253	358	794	400	70	296	282	537	861
PBANKA_100420	10	199708	200115	+	408	360	334	48	96	139	81	9	47	75	107	166
PBANKA_100430	10	200769	204937	+	4169	2715	2750	417	614	1211	613	107	486	481	888	1304
PBANKA_100440	10	204972	206404	-	1433	1498	1950	458	399	631	566	220	345	724	471	726
PBANKA_100450	10	207245	215584	-	8340	5410	5478	847	1161	2824	1425	252	1090	1100	1842	2949
PBANKA_100460	10	216322	217254	-	933	710	682	131	158	296	160	25	108	122	225	308
PBANKA_100470	10	217916	219035	+	1120	810	867	138	205	383	185	43	150	155	261	419
PBANKA_100480	10	219382	220473	-	1092	762	836	113	180	361	184	38	158	137	287	431
PBANKA_100490	10	222012	223124	+	1113	754	797	99	182	365	210	26	116	155	253	393
PBANKA_100500	10	224153	224482	-	330	238	307	45	64	102	61	10	44	48	86	121
PBANKA_100510	10	226110	227642	+	1533	1110	1034	158	241	490	299	40	198	160	355	497
PBANKA_100520	10	229284	232199	+	2916	1917	2007	301	427	985	444	89	380	398	634	1063
PBANKA_100530	10	233229	238496	-	5268	3437	3544	540	804	1669	873	145	653	664	1104	1805
PBANKA_100540	10	240559	245376	+	4818	3051	2858	468	584	1472	701	123	542	583	923	1586
PBANKA_100550	10	246087	247961	-	1875	1283	1278	220	299	616	343	62	228	241	438	698
PBANKA_100560	10	248927	249442	-	516	403	375	69	98	212	124	23	65	80	143	202
PBANKA_100570	10	251986	255207	+	3222	1978	1971	301	455	986	427	86	330	385	592	1006
PBANKA_100580	10	256324	257751	+	1428	951	978	149	198	484	273	37	173	187	290	482
PBANKA_100590	10	258489	260150	-	1662	1153	1144	183	249	501	306	50	214	192	379	572
PBANKA_100600	10	261187	263048	-	1862	1287	1353	211	296	651	332	60	219	247	451	647
PBANKA_100610	10	264300	265739	-	1440	1066	1121	146	231	503	280	57	207	188	332	581
PBANKA_100620	10	268810	271809	+	3000	2096	2540	339	477	908	509	77	400	416	658	1144
PBANKA_100630	10	272872	276406	-	3535	2377	2686	344	500	1183	602	81	483	490	807	1315
PBANKA_100640	10	277764	278738	-	975	715	729	116	151	294	190	31	132	146	235	367
PBANKA_100650	10	279958	282504	+	2547	1680	1701	238	423	774	402	57	318	339	556	873
PBANKA_100660	10	283064	289570	-	6507	4226	4461	629	950	2104	1126	186	848	831	1393	2199
PBANKA_100670	10	290413	292151	-	1739	1209	1219	193	250	546	306	42	218	206	402	607
PBANKA_100680	10	293153	294568	+	1416	969	1049	181	228	490	231	36	201	201	374	529
PBANKA_100690	10	295073	298147	-	3075	2111	2111	316	472	1032	544	83	332	378	639	1048
PBANKA_100700	10	299537	301405	+	1869	1294	1542	207	253	617	340	40	233	259	431	696
PBANKA_100710	10	302147	303525	-	1379	1009	1017	142	210	462	256	38	163	203	321	562
PBANKA_100720	10	304936	308448	-	3513	2331	2676	326	522	1129	573	103	461	439	770	1373
PBANKA_100730	10	309579	310531	+	953	714	869	105	154	304	157	21	120	132	237	326
PBANKA_100740	10	312057	313631	+	1575	1097	1119	184	250	569	276	52	181	209	355	553
PBANKA_100750	10	313899	315986	-	2088	1515	1637	214	279	713	350	56	269	285	530	791
PBANKA_100760	10	316957	319082	-	2126	1521	1558	242	334	685	344	67	251	268	487	786
PBANKA_100770	10	322092	325089	-	2998	2101	2472	291	438	988	506	81	379	408	677	1164
PBANKA_100780	10	327492	328472	+	981	730	755	108	149	351	166	31	137	136	238	345
PBANKA_100790	10	329221	329856	-	636	497	517	61	118	217	125	17	79	75	169	229
PBANKA_100800	10	332186	333515	+	1330	891	1015	150	212	481	308	31	168	190	299	476
PBANKA_100810	10	333929	336295	-	2367	1583	1663	266	349	770	420	77	293	330	486	854
PBANKA_100820	10	337514	340853	+	3340	2225	2544	332	464	1041	581	95	445	436	742	1272
PBANKA_100830	10	341548	342783	-	1236	854	908	120	214	410	217	36	161	157	298	478
PBANKA_100840	10	343439	346670	-	3232	2190	2034	343	543	1051	583	91	411	425	681	1011
PBANKA_100850	10	348051	350810	-	2760	1824	2138	274	399	986	424	74	406	410	612	1123
PBANKA_100860	10	354576	359831	+	5256	3257	3527	503	782	1842	828	155	645	631	1077	1894
PBANKA_100870	10	359868	365108	-	5241	3441	3341	574	716	1680	856	162	586	624	1125	1795
PBANKA_100880	10	366719	368479	-	1761	1345	1289	181	245	629	326	45	254	205	425	675
PBANKA_100890	10	370838	371782	+	945	724	724	131	188	268	157	18	103	135	253	346
PBANKA_100900	10	372065	373588	-	1524	1064	1195	154	231	477	257	43	219	201	357	543
PBANKA_100910	10	376577	380366	+	3790	2535	2767	368	573	1196	687	110	471	498	767	1486
PBANKA_100920	10	383203	388044	+	4842	3196	3215	524	707	1629	787	161	603	592	1050	1762
PBANKA_100930	10	388767	389471	-	705	509	596	83	119	203	118	27	97	87	159	263
PBANKA_100940	10	391169	391741	+	573	494	467	72	122	189	90	15	55	87	184	235
PBANKA_100950	10	393980	402868	+	8889	5620	6864	937	1220	2899	1517	266	1215	1266	1852	3550
PBANKA_100960	10	403835	405382	-	1548	1142	1045	171	232	539	276	54	205	188	326	519
PBANKA_100970	10	407999	409045	+	1047	739	662	143	157	322	225	38	122	135	244	356
PBANKA_100980	10	409835	411136	-	1302	916	1083	139	226	450	256	34	157	209	333	508
PBANKA_100990	10	411967	413389	-	1423	1038	1068	129	223	498	284	44	168	173	352	478
PBANKA_101000	10	414102	414860	-	759	622	718	95	150	288	133	26	121	127	211	329
PBANKA_101010	10	416961	417449	+	489	366	475	72	102	187	91	12	78	81	135	214
PBANKA_101020	10	418778	420493	-	1716	1252	1407	175	292	577	296	49	221	248	415	685
PBANKA_101030	10	422021	443812	+	21792	13936	13551	2224	3175	7061	3522	604	2685	2632	4417	7357
PBANKA_101040	10	445316	446510	+	1195	936	917	139	204	441	221	35	177	147	272	432
PBANKA_101050	10	447225	448904	-	1680	1165	1137	174	264	585	299	48	186	220	355	637
PBANKA_101060	10	451948	452695	+	748	629	628	110	120	240	166	33	107	94	222	312
PBANKA_101070	10	453354	454550	-	1197	913	863	130	232	366	191	31	135	161	287	361
PBANKA_101080	10	455384	456898	+	1515	1088	950	197	237	469	307	39	195	193	367	508
PBANKA_101090	10	457959	461609	-	3651	2275	2107	350	545	1161	580	106	414	418	720	1083
PBANKA_101100	10	461907	464118	-	2212	1282	1300	204	345	713	296	69	274	254	417	683
PBANKA_101110	10	465456	472331	+	6876	4278	4051	671	1022	2156	1014	190	780	790	1416	2116
PBANKA_101120	10	473702	479252	+	5551	3388	2979	521	863	1697	931	159	589	588	1187	1578
PBANKA_101130	10	479335	479946	-	612	470	426	82	106	185	122	24	67	87	161	208
PBANKA_101140	10	483251	488050	+	4800	3222	3362	523	702	1491	779	133	583	613	1066	1782
PBANKA_101150	10	491125	505494	+	14370	8850	8237	1454	2079	4671	2323	361	1617	1594	2870	4493
PBANKA_101160	10	505911	507668	-	1758	1157	1253	190	258	548	275	65	178	233	397	607
PBANKA_101170	10	509444	512278	+	2835	1751	1717	266	468	920	489	75	320	312	599	932
PBANKA_101180	10	512727	516130	-	3404	2306	2150	346	606	1105	553	95	366	415	847	1045
PBANKA_101190	10	516751	517158	+	408	324	321	58	101	155	91	11	44	49	114	104
PBANKA_101200	10	518372	519282	+	911	647	550	90	138	323	143	30	88	117	212	260
PBANKA_101210	10	520244	522172	+	1929	1283	1310	202	297	667	292	56	213	262	437	579
PBANKA_101220	10	523728	524829	+	1102	767	861	110	195	377	196	38	175	179	278	451
PBANKA_101230	10	526014	529391	+	3378	2157	1916	366	507	1137	564	75	369	411	719	1035
PBANKA_101240	10	529490	531100	-	1611	1105	1102	152	266	559	266	57	202	215	359	569
PBANKA_101250	10	532295	538946	+	6652	4310	4168	731	963	2129	1138	195	759	813	1390	2220
PBANKA_101260	10	540422	545215	+	4794	3204	2929	487	774	1505	852	125	543	557	995	1537
PBANKA_101270	10	545444	550010	-	4567	2872	2613	411	689	1498	667	129	508	575	959	1424
PBANKA_101280	10	550766	552692	-	1927	1302	1366	197	309	729	317	46	245	246	458	749
PBANKA_101290	10	554079	555263	+	1185	798	765	141	199	365	189	47	139	146	271	384
PBANKA_101300	10	556210	559419	-	3210	2204	1924	321	514	971	571	88	353	426	675	1008
PBANKA_101310	10	560912	561776	-	865	669	558	97	146	318	125	30	122	109	245	296
PBANKA_101320	10	563276	564652	-	1377	1000	1131	149	206	436	244	66	186	186	314	546
PBANKA_101330	10	566654	568453	+	1800	1227	1352	181	287	615	271	52	245	278	426	708
PBANKA_101340	10	570330	572898	+	2569	1705	1501	242	360	832	390	73	304	289	545	782
PBANKA_101350	10	572988	575492	-	2505	1648	1771	261	336	899	385	65	321	324	536	1051
PBANKA_101360	10	576874	577812	-	939	743	597	121	176	320	149	28	117	112	220	281
PBANKA_101370	10	578882	579844	+	963	684	787	107	158	346	164	32	134	129	276	372
PBANKA_101380	10	581052	581570	+	519	404	464	70	96	176	99	25	75	82	183	205
PBANKA_101390	10	581882	582601	-	720	556	504	92	140	284	133	18	88	87	155	250
PBANKA_101400	10	583559	585574	-	2016	1443	1659	205	337	682	331	69	234	273	467	768
PBANKA_101410	10	586303	588681	-	2379	1620	1504	233	404	838	373	69	286	331	535	744
PBANKA_101420	10	589201	590421	-	1221	933	827	140	211	419	231	36	144	172	323	475
PBANKA_101430	10	590966	592990	-	2025	1402	1331	222	327	652	336	43	226	229	470	690
PBANKA_101440	10	594259	600537	+	6279	4074	4247	672	904	2018	1075	182	839	851	1335	2373
PBANKA_101450	10	601088	603797	-	2710	1774	1989	270	415	990	503	82	324	349	662	1054
PBANKA_101460	10	604912	606390	-	1479	1024	1032	168	266	530	265	51	152	208	369	506
PBANKA_101470	10	607962	609180	+	1219	841	944	133	190	392	236	45	148	169	304	425
PBANKA_101480	10	609456	613382	-	3927	2619	2619	419	585	1397	664	110	501	477	899	1445
PBANKA_101490	10	614663	618650	-	3988	2652	2823	407	669	1264	672	146	521	529	921	1501
PBANKA_101500	10	620411	621454	+	1044	694	795	117	140	362	201	34	159	150	237	423
PBANKA_101510	10	621671	622225	-	555	412	425	76	91	205	135	17	77	71	135	192
PBANKA_101520	10	623476	625452	-	1977	1380	1473	192	338	708	330	65	236	253	511	627
PBANKA_101530	10	625928	632848	-	6921	4422	4163	744	1083	2305	1124	196	815	838	1534	2151
PBANKA_101540	10	634039	636881	+	2843	1868	1892	281	479	1117	460	79	352	346	708	991
PBANKA_101550	10	638369	640714	+	2346	1582	1519	271	334	794	368	67	269	321	582	823
PBANKA_101560	10	641595	643247	-	1653	1104	1242	179	253	586	277	54	249	234	432	695
PBANKA_101570	10	644488	645105	+	618	479	489	80	132	212	140	22	84	66	179	225
PBANKA_101580	10	646681	649758	+	3078	2049	2051	361	488	1036	515	110	371	431	685	1090
PBANKA_101590	10	649821	650996	-	1176	869	969	153	201	457	227	39	147	191	300	439
PBANKA_101600	10	652072	652869	+	798	567	606	104	131	294	166	27	108	114	225	302
PBANKA_101610	10	653253	655000	-	1748	1280	1196	225	282	580	359	61	207	233	427	654
PBANKA_101620	10	655411	661711	-	6301	4159	4055	676	1017	2109	1072	187	703	823	1485	2132
PBANKA_101630	10	664748	666076	+	1329	964	902	160	198	469	225	43	143	199	362	478
PBANKA_101640	10	666415	668505	-	2091	1486	1343	246	332	714	363	64	246	277	457	717
PBANKA_101650	10	670140	671921	+	1782	1256	1185	172	283	641	309	51	198	252	363	639
PBANKA_101660	10	672186	674057	-	1872	1408	1323	189	327	625	349	47	205	240	480	620
PBANKA_101670	10	675797	676636	-	840	665	674	98	122	295	162	35	104	137	196	316
PBANKA_101680	10	679806	680546	+	741	619	654	104	147	264	164	32	88	119	240	299
PBANKA_101690	10	681583	681774	+	192	255	256	33	47	105	64	7	40	43	77	98
PBANKA_101700	10	682333	683769	-	1437	1206	1099	162	226	558	317	46	197	249	394	609
PBANKA_101710	10	685246	687681	-	2436	1890	1983	288	358	923	527	85	335	395	637	864
PBANKA_101720	10	689514	691803	+	2290	1916	1731	277	405	1058	481	70	286	349	848	1079
