Geneid	Chr	Start	End	Strand	Length	SRR935544	SRR935549	SRR935553	SRR935554	SRR935555	SRR935557	SRR935558	SRR935559	SRR935560
PBANKA_100020	10	11388	13007	+	1620	1578	1698	436	692	246	560	203	131	439
PBANKA_100030	10	14007	15214	-	1208	584	298	635	1630	168	550	545	215	114
PBANKA_100040	10	16615	18149	-	1535	96	32	64	180	4	25	121	37	32
PBANKA_100050	10	21806	23809	-	2004	1182	860	576	1339	153	514	381	251	244
PBANKA_100060	10	26152	27311	+	1160	2386	1421	2068	4795	253	675	878	505	585
PBANKA_100070	10	29820	31514	-	1695	533	321	573	1559	113	495	198	329	388
PBANKA_100080	10	32550	33620	+	1071	726	529	729	3465	91	739	155	466	251
PBANKA_100090	10	34064	35068	-	1005	133	34	111	236	47	129	177	65	362
PBANKA_100100	10	36287	46655	+	10369	1007	2069	1937	4265	3282	9648	409	1202	1040
PBANKA_100110	10	48054	49214	+	1161	68	34	318	719	132	442	399	306	121
PBANKA_100120	10	50698	53613	+	2916	55	12	93	84	88	126	234	249	32
PBANKA_100130	10	54312	56814	-	2503	377	82	198	315	498	2412	628	455	84
PBANKA_100140	10	61838	64660	-	2823	1579	952	951	2458	589	1804	2098	2739	443
PBANKA_100150	10	67526	69601	-	2076	427	287	115	359	808	2744	637	699	1438
PBANKA_100160	10	74214	77794	+	3581	267	214	702	1621	614	1940	798	1434	434
PBANKA_100170	10	78383	78941	-	559	56	15	14	15	283	489	77	84	131
PBANKA_100180	10	79816	90244	-	10429	275	301	459	973	302	1122	120	231	154
PBANKA_100190	10	92176	92735	-	560	236	61	172	430	53	162	31	20	231
PBANKA_100200	10	93824	97006	-	3183	2515	3076	1604	8672	477	3712	1520	3366	2067
PBANKA_100210	10	98651	99709	-	1059	228	124	9	16	244	566	4408	4342	733
PBANKA_100220	10	101323	102741	-	1419	2	1	14	0	10	4	7	2	974
PBANKA_100230	10	107611	119535	+	11925	32	31	115	35	246	430	164	321	184
PBANKA_100240	10	119777	122445	-	2669	514	283	33	31	3088	6286	328	443	512
PBANKA_100250	10	123297	125265	-	1969	101	65	20	14	138	249	1311	1276	212
PBANKA_100260	10	126553	127749	-	1197	382	222	28	11	2111	2075	332	322	344
PBANKA_100270	10	128971	131194	-	2224	730	429	167	515	93	263	158	131	2307
PBANKA_100280	10	132359	137013	-	4655	1462	1023	1020	2515	734	2652	720	964	787
PBANKA_100290	10	140328	143075	+	2748	110	37	233	91	342	658	86	85	98
PBANKA_100300	10	144139	150657	-	6519	147	75	240	538	96	300	26	31	34
PBANKA_100310	10	154061	163207	+	9147	4072	4033	4796	10111	1828	5915	1431	1916	1477
PBANKA_100320	10	163926	164871	-	946	290	152	127	224	89	164	212	129	1621
PBANKA_100330	10	165800	167827	+	2028	731	432	452	705	348	733	1122	355	1180
PBANKA_100340	10	168517	175305	-	6789	309	303	256	297	536	1638	2971	8663	255
PBANKA_100350	10	178391	178705	+	315	175	38	199	565	52	187	494	341	102
PBANKA_100360	10	179575	182140	-	2566	459	333	129	284	2362	6586	490	525	763
PBANKA_100370	10	184221	185774	+	1554	2123	1252	601	1820	1362	3379	1800	1287	9974
PBANKA_100380	10	187024	188664	-	1641	2126	724	1745	4782	308	1114	1683	1033	336
PBANKA_100390	10	191209	191742	+	534	34	15	18	26	13	24	45	28	20
PBANKA_100400	10	193135	194950	+	1816	1207	442	694	1196	50	140	272	122	136
PBANKA_100410	10	195337	197758	-	2422	198	57	164	371	251	757	497	642	785
PBANKA_100420	10	199708	200115	+	408	157	23	174	308	38	76	133	63	169
PBANKA_100430	10	200769	204937	+	4169	630	202	330	642	718	2104	1027	596	418
PBANKA_100440	10	204972	206404	-	1433	246	509	462	757	280	521	579	358	175
PBANKA_100450	10	207245	215584	-	8340	100	196	140	186	236	344	638	3122	166
PBANKA_100460	10	216322	217254	-	933	362	139	94	222	225	592	339	165	358
PBANKA_100470	10	217916	219035	+	1120	181	84	161	294	163	416	253	106	146
PBANKA_100480	10	219382	220473	-	1092	447	184	498	967	295	717	423	238	1014
PBANKA_100490	10	222012	223124	+	1113	1181	819	560	2064	180	740	668	637	5524
PBANKA_100500	10	224153	224482	-	330	173	89	57	249	25	86	173	155	1310
PBANKA_100510	10	226110	227642	+	1533	1012	662	291	876	87	206	349	203	1531
PBANKA_100520	10	229284	232199	+	2916	33	20	104	232	70	278	46	58	31
PBANKA_100530	10	233229	238496	-	5268	1024	325	1777	6931	740	2877	1710	1997	317
PBANKA_100540	10	240559	245376	+	4818	452	309	743	1567	2958	7990	385	1267	156
PBANKA_100550	10	246087	247961	-	1875	253	46	470	1138	250	911	129	222	146
PBANKA_100560	10	248927	249442	-	516	239	91	47	116	162	146	1969	809	185
PBANKA_100570	10	251986	255207	+	3222	667	966	591	1823	426	1745	368	892	684
PBANKA_100580	10	256324	257751	+	1428	247	305	105	479	131	459	981	1710	555
PBANKA_100590	10	258489	260150	-	1662	1265	579	390	1487	240	1122	270	175	1059
PBANKA_100600	10	261187	263048	-	1862	193	42	385	899	57	147	47	52	67
PBANKA_100610	10	264300	265739	-	1440	603	190	257	694	790	3754	2015	1618	2009
PBANKA_100620	10	268810	271809	+	3000	52	23	94	10	30	28	661	357	20358
PBANKA_100630	10	272872	276406	-	3535	43	6	32	6	38	38	417	255	820
PBANKA_100640	10	277764	278738	-	975	17	9	8	8	10	3	55	25	30633
PBANKA_100650	10	279958	282504	+	2547	184	95	245	411	79	95	114	45	2499
PBANKA_100660	10	283064	289570	-	6507	285	214	613	1076	361	1137	369	457	180
PBANKA_100670	10	290413	292151	-	1739	1035	595	574	1383	285	755	454	268	3355
PBANKA_100680	10	293153	294568	+	1416	923	862	325	745	150	314	171	192	4341
PBANKA_100690	10	295073	298147	-	3075	1073	668	592	1716	93	220	276	376	404
PBANKA_100700	10	299537	301405	+	1869	1085	744	766	1853	87	194	250	176	1214
PBANKA_100710	10	302147	303525	-	1379	784	334	386	804	257	712	152	113	236
PBANKA_100720	10	304936	308448	-	3513	492	239	679	1919	426	1752	1174	1489	262
PBANKA_100730	10	309579	310531	+	953	266	53	378	913	123	327	1053	377	158
PBANKA_100740	10	312057	313631	+	1575	2334	1613	690	2637	736	2015	753	634	3007
PBANKA_100750	10	313899	315986	-	2088	622	389	500	817	489	583	1132	466	1256
PBANKA_100760	10	316957	319082	-	2126	1337	518	429	1541	149	438	1057	708	316
PBANKA_100770	10	322092	325089	-	2998	1519	736	1085	3339	502	2043	1594	1264	560
PBANKA_100780	10	327492	328472	+	981	297	153	287	785	97	321	184	137	201
PBANKA_100790	10	329221	329856	-	636	387	184	62	130	124	119	8513	5832	1050
PBANKA_100800	10	332186	333515	+	1330	541	281	474	1109	66	170	627	231	2413
PBANKA_100810	10	333929	336295	-	2367	523	243	733	2157	227	827	398	379	1301
PBANKA_100820	10	337514	340853	+	3340	487	106	856	1436	398	1538	228	187	190
PBANKA_100830	10	341548	342783	-	1236	238	99	221	532	103	154	4074	2682	64
PBANKA_100840	10	343439	346670	-	3232	224	69	569	1847	99	304	119	163	74
PBANKA_100850	10	348051	350810	-	2760	10664	11368	4353	18609	3002	8410	1384	2297	1299
PBANKA_100860	10	354576	359831	+	5256	430	738	163	276	3110	7034	732	735	500
PBANKA_100870	10	359868	365108	-	5241	670	321	409	962	1224	4449	1247	1686	340
PBANKA_100880	10	366719	368479	-	1761	3249	900	1719	5030	625	2231	3148	2243	417
PBANKA_100890	10	370838	371782	+	945	153	40	140	416	84	135	1675	907	180
PBANKA_100900	10	372065	373588	-	1524	230	43	240	807	38	77	799	495	114
PBANKA_100910	10	376577	380366	+	3790	2353	371	1646	3794	786	1569	3602	2427	943
PBANKA_100920	10	383203	388044	+	4842	436	683	114	124	1889	4896	5974	19466	170
PBANKA_100930	10	388767	389471	-	705	1634	721	895	2904	431	2129	621	633	623
PBANKA_100940	10	391169	391741	+	573	429	180	403	884	147	554	186	145	123
PBANKA_100950	10	393980	402868	+	8889	1621	1293	1183	2873	1972	4551	5939	8611	663
PBANKA_100960	10	403835	405382	-	1548	836	416	66	91	234	302	14295	13810	1050
PBANKA_100970	10	407999	409045	+	1047	103	25	216	557	83	257	773	248	102
PBANKA_100980	10	409835	411136	-	1302	125	33	314	716	62	181	576	449	172
PBANKA_100990	10	411967	413389	-	1423	402	167	104	95	171	129	13334	6570	1354
PBANKA_101000	10	414102	414860	-	759	1616	386	1820	3427	98	268	320	162	920
PBANKA_101010	10	416961	417449	+	489	421	140	164	540	39	95	153	114	603
PBANKA_101020	10	418778	420493	-	1716	1906	1384	1337	5031	172	655	576	774	5462
PBANKA_101030	10	422021	443812	+	21792	1209	5899	2308	7321	565	2112	610	5401	814
PBANKA_101040	10	445316	446510	+	1195	168	68	65	40	911	1420	208	116	843
PBANKA_101050	10	447225	448904	-	1680	4142	3387	4883	12529	782	2883	1018	1658	4240
PBANKA_101060	10	451948	452695	+	748	1931	531	1053	2405	1034	4083	1537	773	1052
PBANKA_101070	10	453354	454550	-	1197	591	433	154	436	57	96	405	269	289
PBANKA_101080	10	455384	456898	+	1515	1878	923	1146	2438	150	435	331	242	329
PBANKA_101090	10	457959	461609	-	3651	109	66	258	274	156	474	617	1025	503
PBANKA_101100	10	461907	464118	-	2212	77	25	78	158	69	263	428	544	421
PBANKA_101110	10	465456	472331	+	6876	621	317	679	818	831	3355	2107	2475	406
PBANKA_101120	10	473702	479252	+	5551	340	157	456	1233	531	1430	1010	1134	1820
PBANKA_101130	10	479335	479946	-	612	312	82	308	621	211	313	355	203	454
PBANKA_101140	10	483251	488050	+	4800	643	375	1680	3937	1514	5114	2986	3625	429
PBANKA_101150	10	491125	505494	+	14370	1724	2973	6508	16796	7513	25887	1173	5394	1038
PBANKA_101160	10	505911	507668	-	1758	185	55	267	433	264	711	1497	758	465
PBANKA_101170	10	509444	512278	+	2835	236	126	207	555	210	484	1069	1936	177
PBANKA_101180	10	512727	516130	-	3404	1245	466	508	1363	526	1430	688	367	1609
PBANKA_101190	10	516751	517158	+	408	368	136	279	369	101	186	174	68	204
PBANKA_101200	10	518372	519282	+	911	283	105	65	124	462	1032	317	176	868
PBANKA_101210	10	520244	522172	+	1929	1618	962	495	1404	427	1455	635	427	5244
PBANKA_101220	10	523728	524829	+	1102	74	31	338	463	87	230	763	317	231
PBANKA_101230	10	526014	529391	+	3378	502	287	856	2944	558	1830	532	1318	362
PBANKA_101240	10	529490	531100	-	1611	619	655	410	1089	348	670	808	927	656
PBANKA_101250	10	532295	538946	+	6652	428	512	497	990	240	465	1695	1451	1702
PBANKA_101260	10	540422	545215	+	4794	96	56	256	433	125	438	413	534	1091
PBANKA_101270	10	545444	550010	-	4567	308	134	181	380	218	644	1833	2439	5918
PBANKA_101280	10	550766	552692	-	1927	1278	326	920	1412	297	579	559	176	730
PBANKA_101290	10	554079	555263	+	1185	632	247	374	971	241	1012	183	150	878
PBANKA_101300	10	556210	559419	-	3210	734	169	216	358	323	402	2651	1167	389
PBANKA_101310	10	560912	561776	-	865	9894	4175	2753	7201	416	1590	1981	1034	5571
PBANKA_101320	10	563276	564652	-	1377	319	126	425	909	292	1189	1670	1517	1324
PBANKA_101330	10	566654	568453	+	1800	207	98	216	505	183	678	603	737	403
PBANKA_101340	10	570330	572898	+	2569	738	267	160	405	1564	4680	647	692	1163
PBANKA_101350	10	572988	575492	-	2505	2320	1444	820	3428	910	1456	738	872	7984
PBANKA_101360	10	576874	577812	-	939	113	19	132	348	63	164	722	255	132
PBANKA_101370	10	578882	579844	+	963	197	37	269	474	60	168	632	269	197
PBANKA_101380	10	581052	581570	+	519	282	80	390	880	482	1085	1864	1142	631
PBANKA_101390	10	581882	582601	-	720	260	69	19	34	216	360	2487	912	574
PBANKA_101400	10	583559	585574	-	2016	171	37	455	1014	239	741	161	106	277
PBANKA_101410	10	586303	588681	-	2379	115	35	168	332	127	378	432	379	276
PBANKA_101420	10	589201	590421	-	1221	42	24	40	68	42	87	248	199	92
PBANKA_101430	10	590966	592990	-	2025	719	233	767	1902	287	735	628	294	720
PBANKA_101440	10	594259	600537	+	6279	328	319	1589	4804	271	965	298	1333	173
PBANKA_101450	10	601088	603797	-	2710	362	183	68	56	2705	4177	1001	957	924
PBANKA_101460	10	604912	606390	-	1479	191	45	314	505	329	612	348	145	251
PBANKA_101470	10	607962	609180	+	1219	157	25	97	168	249	537	123	68	264
PBANKA_101480	10	609456	613382	-	3927	339	157	284	425	378	997	2350	4985	408
PBANKA_101490	10	614663	618650	-	3988	1436	614	1473	3413	766	2843	1556	1099	535
PBANKA_101500	10	620411	621454	+	1044	344	101	446	1111	127	459	1203	983	397
PBANKA_101510	10	621671	622225	-	555	149	22	257	583	73	207	399	309	329
PBANKA_101520	10	623476	625452	-	1977	677	483	281	819	185	605	303	198	16215
PBANKA_101530	10	625928	632848	-	6921	295	210	1054	2520	617	2485	564	1240	2629
PBANKA_101540	10	634039	636881	+	2843	557	132	133	216	1036	787	8370	3514	1139
PBANKA_101550	10	638369	640714	+	2346	190	79	166	344	370	689	831	878	799
PBANKA_101560	10	641595	643247	-	1653	488	197	487	1536	338	1646	83	143	223
PBANKA_101570	10	644488	645105	+	618	407	119	85	313	45	144	118	97	171
PBANKA_101580	10	646681	649758	+	3078	299	168	385	962	593	2538	255	521	578
PBANKA_101590	10	649821	650996	-	1176	283	91	327	644	567	1200	530	281	1639
PBANKA_101600	10	652072	652869	+	798	447	141	272	533	630	989	2151	1517	1349
PBANKA_101610	10	653253	655000	-	1748	288	68	252	500	242	788	234	107	132
PBANKA_101620	10	655411	661711	-	6301	329	220	499	794	780	2008	818	1783	406
PBANKA_101630	10	664748	666076	+	1329	2306	1266	2036	4122	743	1671	797	610	1419
PBANKA_101640	10	666415	668505	-	2091	462	207	399	771	938	2152	803	761	931
PBANKA_101650	10	670140	671921	+	1782	988	643	439	1300	765	2638	959	871	708
PBANKA_101660	10	672186	674057	-	1872	208	60	454	609	284	519	629	242	220
PBANKA_101670	10	675797	676636	-	840	5343	1068	4686	14967	2759	15895	6979	4790	1212
PBANKA_101680	10	679806	680546	+	741	373	196	271	749	54	196	140	57	76
PBANKA_101690	10	681583	681774	+	192	67	6	47	44	224	366	174	76	61
PBANKA_101700	10	682333	683769	-	1437	14	6	17	38	26	40	52	37	6819
PBANKA_101710	10	685246	687681	-	2436	250	65	646	1118	710	2584	140	152	866
PBANKA_101720	10	689514	691803	+	2290	556	164	381	701	841	1851	550	323	893
PBANKA_101730	10	698688	703742	-	5055	1047	522	548	1161	1240	4697	10768	11242	419
PBANKA_101740	10	705178	705661	-	484	273	47	76	196	374	854	486	129	88
PBANKA_101750	10	706720	709875	-	3156	71	33	130	439	133	307	336	630	989
PBANKA_101760	10	710759	714055	-	3297	304	164	346	1537	403	1964	563	1370	481
PBANKA_101770	10	715070	715336	+	267	338	46	452	599	507	1215	752	362	324
PBANKA_101780	10	715969	721633	-	5665	1204	793	1224	3314	534	2071	1390	1353	448
PBANKA_101790	10	724939	728301	+	3363	474	444	640	1242	114	257	506	526	1728
PBANKA_101800	10	728891	733054	+	4164	797	743	393	1020	178	366	684	334	2037
PBANKA_101810	10	733878	735848	+	1971	671	318	170	263	327	282	12063	8661	1257
PBANKA_101820	10	736491	737347	+	857	129	24	14	23	25	48	1092	512	158
PBANKA_101830	10	737720	739498	+	1779	151	68	46	78	59	70	1426	1008	94
PBANKA_101840	10	740929	742110	+	1182	2014	863	683	1711	69	157	753	479	1464
PBANKA_101850	10	744073	744597	+	525	4615	1476	2146	4176	330	818	688	373	13035
PBANKA_101860	10	746316	746801	+	486	10259	4885	3442	8035	930	3419	1364	954	5102
PBANKA_101870	10	748333	749806	+	1474	1056	542	658	1345	107	231	425	230	937
PBANKA_101880	10	750271	752502	-	2232	359	179	155	264	420	2176	1021	2920	559
PBANKA_101890	10	753349	754788	-	1440	540	184	162	360	433	1234	613	324	263
PBANKA_101900	10	755555	756240	-	686	59	15	17	12	17	39	610	220	579
PBANKA_101910	10	756994	759975	-	2982	130	70	163	314	398	1108	404	402	363
PBANKA_101920	10	760857	762939	+	2083	386	93	456	869	749	1840	888	610	967
PBANKA_101930	10	763470	764714	+	1245	160	64	194	395	67	233	91	35	78
PBANKA_101940	10	768341	769625	-	1285	15046	8230	4580	9436	1423	4013	2292	1462	12862
PBANKA_101950	10	771314	772936	+	1623	12586	5387	4264	8973	781	2769	3723	1865	10355
PBANKA_101960	10	774422	778885	-	4464	1564	936	1002	2993	407	963	1264	1195	8648
PBANKA_101970	10	782972	786502	+	3531	3335	4224	2871	10892	666	3439	985	2355	1998
PBANKA_101980	10	787337	789316	-	1980	379	147	174	299	280	414	7950	6414	713
PBANKA_101990	10	792017	795898	+	3882	115	96	60	60	701	1822	194	440	394
PBANKA_102000	10	796008	800405	-	4398	160	128	97	101	451	695	1309	2454	1574
PBANKA_102010	10	800755	805367	-	4613	1064	273	454	544	2510	6304	1065	656	1462
